"Step","saturate_2x271M_15B - train/CE loss","saturate_2x271M_15B - train/CE loss__MIN","saturate_2x271M_15B - train/CE loss__MAX"
"490","5.832367897033691","5.832367897033691","5.832367897033691"
"491","5.812578201293945","5.812578201293945","5.812578201293945"
"492","5.751439571380615","5.751439571380615","5.751439571380615"
"493","5.808022499084473","5.808022499084473","5.808022499084473"
"494","5.947815895080566","5.947815895080566","5.947815895080566"
"495","5.81606388092041","5.81606388092041","5.81606388092041"
"496","5.797303676605225","5.797303676605225","5.797303676605225"
"497","5.825003623962402","5.825003623962402","5.825003623962402"
"498","5.838764667510986","5.838764667510986","5.838764667510986"
"499","5.839605808258057","5.839605808258057","5.839605808258057"
"500","5.7883219718933105","5.7883219718933105","5.7883219718933105"
