"Step","saturate_271M_15B_2 - train/CE loss","saturate_271M_15B_2 - train/CE loss__MIN","saturate_271M_15B_2 - train/CE loss__MAX"
"490","4.202287673950195","4.202287673950195","4.202287673950195"
"491","4.165135860443115","4.165135860443115","4.165135860443115"
"492","4.183771133422852","4.183771133422852","4.183771133422852"
"493","4.196980953216553","4.196980953216553","4.196980953216553"
"494","4.192422389984131","4.192422389984131","4.192422389984131"
"495","4.174571990966797","4.174571990966797","4.174571990966797"
"496","4.138086318969727","4.138086318969727","4.138086318969727"
"497","4.183694362640381","4.183694362640381","4.183694362640381"
"498","4.168585777282715","4.168585777282715","4.168585777282715"
"499","4.149005889892578","4.149005889892578","4.149005889892578"
"500","4.173769950866699","4.173769950866699","4.173769950866699"
"501","4.186135292053223","4.186135292053223","4.186135292053223"
"502","4.165379047393799","4.165379047393799","4.165379047393799"
"503","4.168416500091553","4.168416500091553","4.168416500091553"
"504","4.1475725173950195","4.1475725173950195","4.1475725173950195"
"505","4.151310920715332","4.151310920715332","4.151310920715332"
"506","4.122226715087891","4.122226715087891","4.122226715087891"
"507","4.131549835205078","4.131549835205078","4.131549835205078"
"508","4.140449523925781","4.140449523925781","4.140449523925781"
"509","4.140295028686523","4.140295028686523","4.140295028686523"
"510","4.156647205352783","4.156647205352783","4.156647205352783"
"511","4.139033794403076","4.139033794403076","4.139033794403076"
