"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_1B_15B.py - throughput/device/TPS","saturate_1B_15B.py - throughput/device/TPS__MIN","saturate_1B_15B.py - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"1908","","","","","","","188847.234375","188847.234375","188847.234375","","","","96434.6875","96434.6875","96434.6875","","",""
"1909","","","","","","","189068.21875","189068.21875","189068.21875","","","","96426.6484375","96426.6484375","96426.6484375","","",""
"1910","","","","","","","189715.90625","189715.90625","189715.90625","","","","96410.6953125","96410.6953125","96410.6953125","","",""
"1911","","","","","","","173377.859375","173377.859375","173377.859375","","","","96276.953125","96276.953125","96276.953125","","",""
"1912","","","","","","","189455.546875","189455.546875","189455.546875","","","","96253.015625","96253.015625","96253.015625","","",""
"1913","","","","","","","191310.03125","191310.03125","191310.03125","","","","96342.84375","96342.84375","96342.84375","","",""
"1914","","","","","","","190737.4375","190737.4375","190737.4375","","","","96322.5234375","96322.5234375","96322.5234375","","",""
"1915","","","","","","","188191.640625","188191.640625","188191.640625","","","","96428.046875","96428.046875","96428.046875","","",""
"1916","","","","","","","187699.015625","187699.015625","187699.015625","","","","96273","96273","96273","","",""
"1917","","","","","","","188778.046875","188778.046875","188778.046875","","","","96428.4296875","96428.4296875","96428.4296875","","",""
"1918","","","","","","","189397.734375","189397.734375","189397.734375","","","","96421.671875","96421.671875","96421.671875","","",""
"1919","","","","","","","188799.3125","188799.3125","188799.3125","","","","96407.3515625","96407.3515625","96407.3515625","","",""
"1920","","","","","","","188928.78125","188928.78125","188928.78125","","","","96320.15625","96320.15625","96320.15625","","",""
"1921","","","","","","","187317.515625","187317.515625","187317.515625","","","","96352.8828125","96352.8828125","96352.8828125","","",""
"1922","","","","","","","188990.578125","188990.578125","188990.578125","","","","96388.0546875","96388.0546875","96388.0546875","","",""
"1923","","","","","","","189524.5","189524.5","189524.5","","","","96403.109375","96403.109375","96403.109375","","",""
"1924","","","","","","","187622.40625","187622.40625","187622.40625","","","","96434.3828125","96434.3828125","96434.3828125","","",""
"1925","","","","","","","189170.25","189170.25","189170.25","","","","96428.1484375","96428.1484375","96428.1484375","","",""
"1926","","","","","","","186187.65625","186187.65625","186187.65625","","","","96371.921875","96371.921875","96371.921875","","",""
"1927","","","","","","","189482.015625","189482.015625","189482.015625","","","","96486.5703125","96486.5703125","96486.5703125","","",""
"1928","","","","","","","189049.53125","189049.53125","189049.53125","","","","96474.984375","96474.984375","96474.984375","","",""
"1929","","","","","","","188636.703125","188636.703125","188636.703125","","","","96463.234375","96463.234375","96463.234375","","",""
"1930","","","","","","","187682.34375","187682.34375","187682.34375","","","","96473.78125","96473.78125","96473.78125","","",""
"1931","","","","","","","186689.390625","186689.390625","186689.390625","","","","96409.3359375","96409.3359375","96409.3359375","","",""
"1932","","","","","","","189464.421875","189464.421875","189464.421875","","","","96518.1015625","96518.1015625","96518.1015625","","",""
"1933","","","","","","","188630.953125","188630.953125","188630.953125","","","","96522.8828125","96522.8828125","96522.8828125","","",""
"1934","","","","","","","189188.421875","189188.421875","189188.421875","","","","96488.09375","96488.09375","96488.09375","","",""
"1935","","","","","","","189227.234375","189227.234375","189227.234375","","","","96566.734375","96566.734375","96566.734375","","",""
"1936","","","","","","","187174.21875","187174.21875","187174.21875","","","","96466.828125","96466.828125","96466.828125","","",""
"1937","","","","","","","189411.9375","189411.9375","189411.9375","","","","96405.5546875","96405.5546875","96405.5546875","","",""
"1938","","","","","","","190521.109375","190521.109375","190521.109375","","","","96432.078125","96432.078125","96432.078125","","",""
"1939","","","","","","","189843.578125","189843.578125","189843.578125","","","","96617.625","96617.625","96617.625","","",""
"1940","","","","","","","188595.21875","188595.21875","188595.21875","","","","96400.515625","96400.515625","96400.515625","","",""
"1941","","","","","","","187277.375","187277.375","187277.375","","","","96329.7109375","96329.7109375","96329.7109375","","",""
"1942","","","","","","","188284.234375","188284.234375","188284.234375","","","","96423.5","96423.5","96423.5","","",""
"1943","","","","","","","188731.921875","188731.921875","188731.921875","","","","96423.7109375","96423.7109375","96423.7109375","","",""
"1944","","","","","","","188693.4375","188693.4375","188693.4375","","","","96466.8671875","96466.8671875","96466.8671875","","",""
"1945","","","","","","","190027.421875","190027.421875","190027.421875","","","","96469.203125","96469.203125","96469.203125","","",""
"1946","","","","","","","184969.890625","184969.890625","184969.890625","","","","96274.046875","96274.046875","96274.046875","","",""
"1947","","","","","","","189426.796875","189426.796875","189426.796875","","","","96532.1796875","96532.1796875","96532.1796875","","",""
"1948","","","","","","","188135.78125","188135.78125","188135.78125","","","","96510.1875","96510.1875","96510.1875","","",""
"1949","","","","","","","189527.59375","189527.59375","189527.59375","","","","96470.1484375","96470.1484375","96470.1484375","","",""
"1950","","","","","","","187973.234375","187973.234375","187973.234375","","","","96516.671875","96516.671875","96516.671875","","",""
"1951","","","","","","","186684.65625","186684.65625","186684.65625","","","","96358.546875","96358.546875","96358.546875","","",""
"1952","","","","","","","190590.34375","190590.34375","190590.34375","","","","96442.5078125","96442.5078125","96442.5078125","","",""
"1953","","","","","","","188226.640625","188226.640625","188226.640625","","","","96565.328125","96565.328125","96565.328125","","",""
"1954","","","","","","","187388.71875","187388.71875","187388.71875","","","","96626.8828125","96626.8828125","96626.8828125","","",""
"1955","","","","","","","187349.84375","187349.84375","187349.84375","","","","96484.8671875","96484.8671875","96484.8671875","","",""
"1956","","","","","","","187105.96875","187105.96875","187105.96875","","","","96395.7109375","96395.7109375","96395.7109375","","",""
"1957","","","","","","","188431.265625","188431.265625","188431.265625","","","","96485.7734375","96485.7734375","96485.7734375","","",""
"1958","","","","","","","189232.5625","189232.5625","189232.5625","","","","96485.9921875","96485.9921875","96485.9921875","","",""
"1959","","","","","","","188820.640625","188820.640625","188820.640625","","","","96452.9765625","96452.9765625","96452.9765625","","",""
"1960","","","","","","","190661.078125","190661.078125","190661.078125","","","","96429.3125","96429.3125","96429.3125","","",""
"1961","","","","","","","185727.65625","185727.65625","185727.65625","","","","96318.8203125","96318.8203125","96318.8203125","","",""
"1962","","","","","","","189582.296875","189582.296875","189582.296875","","","","96467.6171875","96467.6171875","96467.6171875","","",""
"1963","","","","","","","188584.25","188584.25","188584.25","","","","96462.9453125","96462.9453125","96462.9453125","","",""
"1964","","","","","","","190787.859375","190787.859375","190787.859375","","","","96381.1171875","96381.1171875","96381.1171875","","",""
"1965","","","","","","","189603.65625","189603.65625","189603.65625","","","","96495.859375","96495.859375","96495.859375","","",""
"1966","","","","","","","187111.953125","187111.953125","187111.953125","","","","96362.125","96362.125","96362.125","","",""
"1967","","","","","","","189491.625","189491.625","189491.625","","","","96457.0390625","96457.0390625","96457.0390625","","",""
"1968","","","","","","","189267.46875","189267.46875","189267.46875","","","","96487.3359375","96487.3359375","96487.3359375","","",""
"1969","","","","","","","189354.96875","189354.96875","189354.96875","","","","96537.359375","96537.359375","96537.359375","","",""
"1970","","","","","","","189007.453125","189007.453125","189007.453125","","","","96490","96490","96490","","",""
"1971","","","","","","","186833.453125","186833.453125","186833.453125","","","","96372.796875","96372.796875","96372.796875","","",""
"1972","","","","","","","191113.171875","191113.171875","191113.171875","","","","96506.2578125","96506.2578125","96506.2578125","","",""
"1973","","","","","","","189619.515625","189619.515625","189619.515625","","","","96573.6640625","96573.6640625","96573.6640625","","",""
"1974","","","","","","","189886.640625","189886.640625","189886.640625","","","","96645.875","96645.875","96645.875","","",""
"1975","","","","","","","190556.625","190556.625","190556.625","","","","96612.7421875","96612.7421875","96612.7421875","","",""
"1976","","","","","","","184606.78125","184606.78125","184606.78125","","","","96522.75","96522.75","96522.75","","",""
"1977","","","","","","","189469.90625","189469.90625","189469.90625","","","","96574.40625","96574.40625","96574.40625","","",""
"1978","","","","","","","188967.5","188967.5","188967.5","","","","96602.203125","96602.203125","96602.203125","","",""
"1979","","","","","","","188354.203125","188354.203125","188354.203125","","","","96548.7421875","96548.7421875","96548.7421875","","",""
"1980","","","","","","","189232.046875","189232.046875","189232.046875","","","","96586.859375","96586.859375","96586.859375","","",""
"1981","","","","","","","187034.90625","187034.90625","187034.90625","","","","96418.9609375","96418.9609375","96418.9609375","","",""
"1982","","","","","","","188808.859375","188808.859375","188808.859375","","","","96512.7890625","96512.7890625","96512.7890625","","",""
"1983","","","","","","","190859.53125","190859.53125","190859.53125","","","","96558.3359375","96558.3359375","96558.3359375","","",""
"1984","","","","","","","189996.796875","189996.796875","189996.796875","","","","96491.96875","96491.96875","96491.96875","","",""
"1985","","","","","","","190104.140625","190104.140625","190104.140625","","","","96439.8828125","96439.8828125","96439.8828125","","",""
"1986","","","","","","","188008.9375","188008.9375","188008.9375","","","","96320.9609375","96320.9609375","96320.9609375","","",""
"1987","","","","","","","189794.578125","189794.578125","189794.578125","","","","96447.15625","96447.15625","96447.15625","","",""
"1988","","","","","","","189165.890625","189165.890625","189165.890625","","","","96467.078125","96467.078125","96467.078125","","",""
"1989","","","","","","","188072.953125","188072.953125","188072.953125","","","","96482","96482","96482","","",""
"1990","","","","","","","189337.734375","189337.734375","189337.734375","","","","96481.734375","96481.734375","96481.734375","","",""
"1991","","","","","","","187209.953125","187209.953125","187209.953125","","","","96406.53125","96406.53125","96406.53125","","",""
"1992","","","","","","","189065.4375","189065.4375","189065.4375","","","","96503.6953125","96503.6953125","96503.6953125","","",""
"1993","","","","","","","189476.703125","189476.703125","189476.703125","","","","96455.3359375","96455.3359375","96455.3359375","","",""
"1994","","","","","","","188435.921875","188435.921875","188435.921875","","","","96637.421875","96637.421875","96637.421875","","",""
"1995","","","","","","","189429.359375","189429.359375","189429.359375","","","","96557.65625","96557.65625","96557.65625","","",""
