"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_1B_15B.py - throughput/device/TPS","saturate_1B_15B.py - throughput/device/TPS__MIN","saturate_1B_15B.py - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"268","","","","","","","190401.25","190401.25","190401.25","21348.37109375","21348.37109375","21348.37109375","","","","95490.4453125","95490.4453125","95490.4453125"
"269","","","","","","","189569.828125","189569.828125","189569.828125","21348.96875","21348.96875","21348.96875","","","","95929.953125","95929.953125","95929.953125"
"270","","","","","","","188740.59375","188740.59375","188740.59375","21349.162109375","21349.162109375","21349.162109375","","","","96206.671875","96206.671875","96206.671875"
"271","","","","","","","189283.953125","189283.953125","189283.953125","21346.8828125","21346.8828125","21346.8828125","","","","96236.7890625","96236.7890625","96236.7890625"
"272","","","","","","","189685.078125","189685.078125","189685.078125","21348.18359375","21348.18359375","21348.18359375","","","","96061.5703125","96061.5703125","96061.5703125"
"273","","","","","","","189186.1875","189186.1875","189186.1875","21348.267578125","21348.267578125","21348.267578125","","","","96225.078125","96225.078125","96225.078125"
"274","","","","","","","189305.5625","189305.5625","189305.5625","21347.74609375","21347.74609375","21347.74609375","","","","95712.34375","95712.34375","95712.34375"
"275","","","","","","","189427.78125","189427.78125","189427.78125","21349.390625","21349.390625","21349.390625","","","","96110.75","96110.75","96110.75"
"276","","","","","","","189065.296875","189065.296875","189065.296875","21346.484375","21346.484375","21346.484375","","","","95807.890625","95807.890625","95807.890625"
"277","","","","","","","189493.8125","189493.8125","189493.8125","21349.408203125","21349.408203125","21349.408203125","","","","96150.59375","96150.59375","96150.59375"
"278","","","","","","","191028.6875","191028.6875","191028.6875","21348.673828125","21348.673828125","21348.673828125","","","","96038.21875","96038.21875","96038.21875"
"279","","","","","","","190329.15625","190329.15625","190329.15625","21348.19921875","21348.19921875","21348.19921875","","","","96349.46875","96349.46875","96349.46875"
"280","","","","","","","188443.90625","188443.90625","188443.90625","21346.45703125","21346.45703125","21346.45703125","","","","95809.875","95809.875","95809.875"
"281","","","","","","","190507.171875","190507.171875","190507.171875","21344.904296875","21344.904296875","21344.904296875","","","","95868.984375","95868.984375","95868.984375"
"282","","","","","","","189166.84375","189166.84375","189166.84375","21339.294921875","21339.294921875","21339.294921875","","","","95983.9609375","95983.9609375","95983.9609375"
"283","","","","","","","188820.4375","188820.4375","188820.4375","21348.625","21348.625","21348.625","","","","95942.671875","95942.671875","95942.671875"
"284","","","","","","","189504.328125","189504.328125","189504.328125","21350.2421875","21350.2421875","21350.2421875","","","","95908.203125","95908.203125","95908.203125"
"285","","","","","","","190292.96875","190292.96875","190292.96875","21348.955078125","21348.955078125","21348.955078125","","","","96027.765625","96027.765625","96027.765625"
"286","","","","","","","188539.046875","188539.046875","188539.046875","21347.38671875","21347.38671875","21347.38671875","","","","95708.3125","95708.3125","95708.3125"
"287","","","","","","","189759.953125","189759.953125","189759.953125","21349.162109375","21349.162109375","21349.162109375","","","","95869.5234375","95869.5234375","95869.5234375"
"288","","","","","","","190953.34375","190953.34375","190953.34375","21350.396484375","21350.396484375","21350.396484375","","","","96234.8828125","96234.8828125","96234.8828125"
"289","","","","","","","188662.828125","188662.828125","188662.828125","21350.130859375","21350.130859375","21350.130859375","","","","95754.3515625","95754.3515625","95754.3515625"
"290","","","","","","","189384.09375","189384.09375","189384.09375","21352.673828125","21352.673828125","21352.673828125","","","","95705.328125","95705.328125","95705.328125"
"291","","","","","","","189149.25","189149.25","189149.25","21349.728515625","21349.728515625","21349.728515625","","","","96069.5078125","96069.5078125","96069.5078125"
"292","","","","","","","189472.390625","189472.390625","189472.390625","21352.48046875","21352.48046875","21352.48046875","","","","95907.4921875","95907.4921875","95907.4921875"
"293","","","","","","","189626.890625","189626.890625","189626.890625","21344.744140625","21344.744140625","21344.744140625","","","","95791.046875","95791.046875","95791.046875"
"294","","","","","","","189629.765625","189629.765625","189629.765625","21348.828125","21348.828125","21348.828125","","","","95697.8125","95697.8125","95697.8125"
"295","","","","","","","191473.40625","191473.40625","191473.40625","21348.275390625","21348.275390625","21348.275390625","","","","95784.7265625","95784.7265625","95784.7265625"
"296","","","","","","","190242.390625","190242.390625","190242.390625","21347.5625","21347.5625","21347.5625","","","","95568.34375","95568.34375","95568.34375"
"297","","","","","","","188355.125","188355.125","188355.125","21350.814453125","21350.814453125","21350.814453125","","","","95812.8359375","95812.8359375","95812.8359375"
"298","","","","","","","189335.328125","189335.328125","189335.328125","21346.7578125","21346.7578125","21346.7578125","","","","96144.3984375","96144.3984375","96144.3984375"
"299","","","","","","","189572.3125","189572.3125","189572.3125","21347.8046875","21347.8046875","21347.8046875","","","","95876.578125","95876.578125","95876.578125"
"300","","","","","","","132067.953125","132067.953125","132067.953125","17771.37890625","17771.37890625","17771.37890625","","","","60054.58203125","60054.58203125","60054.58203125"
"301","","","","","","","134509.328125","134509.328125","134509.328125","18455.421875","18455.421875","18455.421875","","","","75420.1484375","75420.1484375","75420.1484375"
"302","","","","","","","189665.921875","189665.921875","189665.921875","21287.66796875","21287.66796875","21287.66796875","","","","94290.8203125","94290.8203125","94290.8203125"
"303","","","","","","","191071.5","191071.5","191071.5","21291.439453125","21291.439453125","21291.439453125","","","","95968.890625","95968.890625","95968.890625"
"304","","","","","","","189007.078125","189007.078125","189007.078125","21303.5625","21303.5625","21303.5625","","","","95799.8984375","95799.8984375","95799.8984375"
"305","","","","","","","189914.015625","189914.015625","189914.015625","21327.4296875","21327.4296875","21327.4296875","","","","96021.265625","96021.265625","96021.265625"
"306","","","","","","","181497.984375","181497.984375","181497.984375","21125.203125","21125.203125","21125.203125","","","","95734.359375","95734.359375","95734.359375"
"307","","","","","","","189703.953125","189703.953125","189703.953125","21348.447265625","21348.447265625","21348.447265625","","","","95839.84375","95839.84375","95839.84375"
"308","","","","","","","189593.796875","189593.796875","189593.796875","21348.33203125","21348.33203125","21348.33203125","","","","95805.265625","95805.265625","95805.265625"
"309","","","","","","","189657.09375","189657.09375","189657.09375","21348.564453125","21348.564453125","21348.564453125","","","","95939.0234375","95939.0234375","95939.0234375"
"310","","","","","","","189705.640625","189705.640625","189705.640625","21348.046875","21348.046875","21348.046875","","","","96104.15625","96104.15625","96104.15625"
"311","","","","","","","189538.359375","189538.359375","189538.359375","21344.912109375","21344.912109375","21344.912109375","","","","95978.109375","95978.109375","95978.109375"
"312","","","","","","","189746.828125","189746.828125","189746.828125","21346.70703125","21346.70703125","21346.70703125","","","","95672.4453125","95672.4453125","95672.4453125"
"313","","","","","","","189713.09375","189713.09375","189713.09375","21347.04296875","21347.04296875","21347.04296875","","","","96382.9921875","96382.9921875","96382.9921875"
"314","","","","","","","189138.40625","189138.40625","189138.40625","21346.978515625","21346.978515625","21346.978515625","","","","96060.703125","96060.703125","96060.703125"
"315","","","","","","","190272.6875","190272.6875","190272.6875","21347.37109375","21347.37109375","21347.37109375","","","","95681.5859375","95681.5859375","95681.5859375"
"316","","","","","","","189270.828125","189270.828125","189270.828125","21345.1640625","21345.1640625","21345.1640625","","","","95976.578125","95976.578125","95976.578125"
"317","","","","","","","189455.03125","189455.03125","189455.03125","21348.326171875","21348.326171875","21348.326171875","","","","96279.3359375","96279.3359375","96279.3359375"
"318","","","","","","","190054.578125","190054.578125","190054.578125","21347.560546875","21347.560546875","21347.560546875","","","","95551.2734375","95551.2734375","95551.2734375"
"319","","","","","","","188926.75","188926.75","188926.75","21345.244140625","21345.244140625","21345.244140625","","","","96271.765625","96271.765625","96271.765625"
"320","","","","","","","189728.375","189728.375","189728.375","21344.3046875","21344.3046875","21344.3046875","","","","95794.890625","95794.890625","95794.890625"
"321","","","","","","","188879.859375","188879.859375","188879.859375","21343.529296875","21343.529296875","21343.529296875","","","","95864.671875","95864.671875","95864.671875"
"322","","","","","","","189264.671875","189264.671875","189264.671875","21344.44921875","21344.44921875","21344.44921875","","","","95917.9921875","95917.9921875","95917.9921875"
"323","","","","","","","191851.359375","191851.359375","191851.359375","21349.140625","21349.140625","21349.140625","","","","95995.1640625","95995.1640625","95995.1640625"
"324","","","","","","","189972.421875","189972.421875","189972.421875","21351.201171875","21351.201171875","21351.201171875","","","","95804.234375","95804.234375","95804.234375"
"325","","","","","","","189822.6875","189822.6875","189822.6875","21353.021484375","21353.021484375","21353.021484375","","","","95865.53125","95865.53125","95865.53125"
"326","","","","","","","190122.296875","190122.296875","190122.296875","21348.796875","21348.796875","21348.796875","","","","95711.3515625","95711.3515625","95711.3515625"
"327","","","","","","","188279.375","188279.375","188279.375","21350.271484375","21350.271484375","21350.271484375","","","","95956.46875","95956.46875","95956.46875"
"328","","","","","","","189957.59375","189957.59375","189957.59375","21350.171875","21350.171875","21350.171875","","","","96116.3359375","96116.3359375","96116.3359375"
"329","","","","","","","188992.34375","188992.34375","188992.34375","21347.80078125","21347.80078125","21347.80078125","","","","96004.3828125","96004.3828125","96004.3828125"
"330","","","","","","","189241.71875","189241.71875","189241.71875","21346.267578125","21346.267578125","21346.267578125","","","","96333.7421875","96333.7421875","96333.7421875"
"331","","","","","","","189080.0625","189080.0625","189080.0625","21325.2734375","21325.2734375","21325.2734375","","","","95864.2265625","95864.2265625","95864.2265625"
"332","","","","","","","189210.390625","189210.390625","189210.390625","21317.466796875","21317.466796875","21317.466796875","","","","95809.921875","95809.921875","95809.921875"
"333","","","","","","","189309.65625","189309.65625","189309.65625","21306.806640625","21306.806640625","21306.806640625","","","","96161.46875","96161.46875","96161.46875"
"334","","","","","","","189242.5","189242.5","189242.5","21308.287109375","21308.287109375","21308.287109375","","","","95941.78125","95941.78125","95941.78125"
"335","","","","","","","189735.90625","189735.90625","189735.90625","21303.646484375","21303.646484375","21303.646484375","","","","95923.34375","95923.34375","95923.34375"
"336","","","","","","","189265.0625","189265.0625","189265.0625","21330.287109375","21330.287109375","21330.287109375","","","","95909.5625","95909.5625","95909.5625"
"337","","","","","","","189128.921875","189128.921875","189128.921875","21339.1484375","21339.1484375","21339.1484375","","","","95957.0625","95957.0625","95957.0625"
"338","","","","","","","189308.640625","189308.640625","189308.640625","21346.63671875","21346.63671875","21346.63671875","","","","96059.390625","96059.390625","96059.390625"
"339","","","","","","","189269.09375","189269.09375","189269.09375","21350.951171875","21350.951171875","21350.951171875","","","","95826.34375","95826.34375","95826.34375"
"340","","","","","","","189425.140625","189425.140625","189425.140625","21351.431640625","21351.431640625","21351.431640625","","","","95968.125","95968.125","95968.125"
"341","","","","","","","190457.71875","190457.71875","190457.71875","21348.154296875","21348.154296875","21348.154296875","","","","95941.40625","95941.40625","95941.40625"
"342","","","","","","","188321.75","188321.75","188321.75","21350.48828125","21350.48828125","21350.48828125","","","","95993.0390625","95993.0390625","95993.0390625"
"343","","","","","","","191493.6875","191493.6875","191493.6875","21340.033203125","21340.033203125","21340.033203125","","","","96167.1875","96167.1875","96167.1875"
"344","","","","","","","190100.65625","190100.65625","190100.65625","21346.939453125","21346.939453125","21346.939453125","","","","96349.8671875","96349.8671875","96349.8671875"
"345","","","","","","","188855.140625","188855.140625","188855.140625","21346.396484375","21346.396484375","21346.396484375","","","","95983.3359375","95983.3359375","95983.3359375"
"346","","","","","","","189316.453125","189316.453125","189316.453125","21337.33984375","21337.33984375","21337.33984375","","","","95837.4375","95837.4375","95837.4375"
"347","","","","","","","189297.953125","189297.953125","189297.953125","21345.787109375","21345.787109375","21345.787109375","","","","96185.140625","96185.140625","96185.140625"
"348","","","","","","","189927","189927","189927","21338.416015625","21338.416015625","21338.416015625","","","","96198.2734375","96198.2734375","96198.2734375"
"349","","","","","","","189040.09375","189040.09375","189040.09375","21344.08984375","21344.08984375","21344.08984375","","","","95918.2890625","95918.2890625","95918.2890625"
"350","","","","","","","189574.984375","189574.984375","189574.984375","21343.787109375","21343.787109375","21343.787109375","","","","96023.703125","96023.703125","96023.703125"
"351","","","","","","","189116.609375","189116.609375","189116.609375","21331.279296875","21331.279296875","21331.279296875","","","","95826.84375","95826.84375","95826.84375"
"352","","","","","","","189434.375","189434.375","189434.375","21307.888671875","21307.888671875","21307.888671875","","","","95952.046875","95952.046875","95952.046875"
"353","","","","","","","189610.890625","189610.890625","189610.890625","21308.40625","21308.40625","21308.40625","","","","96348.4375","96348.4375","96348.4375"
"354","","","","","","","190423.75","190423.75","190423.75","21305.548828125","21305.548828125","21305.548828125","","","","96018.03125","96018.03125","96018.03125"
"355","","","","","","","190241.265625","190241.265625","190241.265625","21321.607421875","21321.607421875","21321.607421875","","","","96010.3046875","96010.3046875","96010.3046875"
"356","","","","","","","189479.234375","189479.234375","189479.234375","21311.0390625","21311.0390625","21311.0390625","","","","95791.2734375","95791.2734375","95791.2734375"
"357","","","","","","","189030.375","189030.375","189030.375","21309.06640625","21309.06640625","21309.06640625","","","","95884.15625","95884.15625","95884.15625"
"358","","","","","","","189059.890625","189059.890625","189059.890625","21322.15234375","21322.15234375","21322.15234375","","","","96261.84375","96261.84375","96261.84375"
"359","","","","","","","189083.203125","189083.203125","189083.203125","21341.361328125","21341.361328125","21341.361328125","","","","95529.328125","95529.328125","95529.328125"
"360","","","","","","","190098.59375","190098.59375","190098.59375","21342.94140625","21342.94140625","21342.94140625","","","","96007.2734375","96007.2734375","96007.2734375"
"361","","","","","","","186306.640625","186306.640625","186306.640625","21338.59375","21338.59375","21338.59375","","","","95981.8828125","95981.8828125","95981.8828125"
"362","","","","","","","189747.484375","189747.484375","189747.484375","21346.513671875","21346.513671875","21346.513671875","","","","95879.0625","95879.0625","95879.0625"
"363","","","","","","","190715.25","190715.25","190715.25","21343.05859375","21343.05859375","21343.05859375","","","","95702.5078125","95702.5078125","95702.5078125"
"364","","","","","","","189092.0625","189092.0625","189092.0625","21342.8125","21342.8125","21342.8125","","","","96149.6171875","96149.6171875","96149.6171875"
"365","","","","","","","189531.875","189531.875","189531.875","21346.328125","21346.328125","21346.328125","","","","95523.4453125","95523.4453125","95523.4453125"
"366","","","","","","","189172.171875","189172.171875","189172.171875","21345.11328125","21345.11328125","21345.11328125","","","","95911.859375","95911.859375","95911.859375"
"367","","","","","","","189778.125","189778.125","189778.125","21349.921875","21349.921875","21349.921875","","","","95700.1875","95700.1875","95700.1875"
"368","","","","","","","191673.984375","191673.984375","191673.984375","21342.1015625","21342.1015625","21342.1015625","","","","95955.09375","95955.09375","95955.09375"
"369","","","","","","","189062.0625","189062.0625","189062.0625","21344.046875","21344.046875","21344.046875","","","","95951.8515625","95951.8515625","95951.8515625"
"370","","","","","","","188775.875","188775.875","188775.875","21345.427734375","21345.427734375","21345.427734375","","","","95961.5859375","95961.5859375","95961.5859375"
"371","","","","","","","189196.59375","189196.59375","189196.59375","21347.111328125","21347.111328125","21347.111328125","","","","95744.9375","95744.9375","95744.9375"
"372","","","","","","","190062.765625","190062.765625","190062.765625","21349.2421875","21349.2421875","21349.2421875","","","","96088.375","96088.375","96088.375"
"373","","","","","","","188979.53125","188979.53125","188979.53125","21348.654296875","21348.654296875","21348.654296875","","","","95985.390625","95985.390625","95985.390625"
"374","","","","","","","189307.515625","189307.515625","189307.515625","21349.23046875","21349.23046875","21349.23046875","","","","95964.234375","95964.234375","95964.234375"
"375","","","","","","","189491.65625","189491.65625","189491.65625","21344.11328125","21344.11328125","21344.11328125","","","","95891.125","95891.125","95891.125"
"376","","","","","","","188970.75","188970.75","188970.75","21340.02734375","21340.02734375","21340.02734375","","","","96004.2578125","96004.2578125","96004.2578125"
"377","","","","","","","189889.53125","189889.53125","189889.53125","21346.455078125","21346.455078125","21346.455078125","","","","95738.234375","95738.234375","95738.234375"
"378","","","","","","","190149.953125","190149.953125","190149.953125","21346.017578125","21346.017578125","21346.017578125","","","","95945","95945","95945"
"379","","","","","","","188934.109375","188934.109375","188934.109375","21345.818359375","21345.818359375","21345.818359375","","","","95922.6640625","95922.6640625","95922.6640625"
"380","","","","","","","190403.5","190403.5","190403.5","21344.724609375","21344.724609375","21344.724609375","","","","95931.0078125","95931.0078125","95931.0078125"
"381","","","","","","","188126.453125","188126.453125","188126.453125","21342.376953125","21342.376953125","21342.376953125","","","","95810.4140625","95810.4140625","95810.4140625"
"382","","","","","","","189327.5625","189327.5625","189327.5625","21345.701171875","21345.701171875","21345.701171875","","","","95886.796875","95886.796875","95886.796875"
"383","","","","","","","189833.8125","189833.8125","189833.8125","21345.048828125","21345.048828125","21345.048828125","","","","96010.75","96010.75","96010.75"
"384","","","","","","","188852.203125","188852.203125","188852.203125","21344.708984375","21344.708984375","21344.708984375","","","","96062.1953125","96062.1953125","96062.1953125"
"385","","","","","","","190943.734375","190943.734375","190943.734375","21344.15234375","21344.15234375","21344.15234375","","","","95871.3125","95871.3125","95871.3125"
"386","","","","","","","188397.546875","188397.546875","188397.546875","21343.623046875","21343.623046875","21343.623046875","","","","96191.265625","96191.265625","96191.265625"
"387","","","","","","","189296.796875","189296.796875","189296.796875","21346.408203125","21346.408203125","21346.408203125","","","","96048.0859375","96048.0859375","96048.0859375"
"388","","","","","","","189313.734375","189313.734375","189313.734375","21342.55859375","21342.55859375","21342.55859375","","","","95843.9921875","95843.9921875","95843.9921875"
"389","","","","","","","190278.625","190278.625","190278.625","21346.880859375","21346.880859375","21346.880859375","","","","95900.96875","95900.96875","95900.96875"
"390","","","","","","","188784.4375","188784.4375","188784.4375","","","","","","","96044.1171875","96044.1171875","96044.1171875"
"391","","","","","","","189872.578125","189872.578125","189872.578125","","","","","","","95631.0625","95631.0625","95631.0625"
"392","","","","","","","190489.5","190489.5","190489.5","","","","","","","96149.453125","96149.453125","96149.453125"
"393","","","","","","","190430.6875","190430.6875","190430.6875","","","","","","","95912.4609375","95912.4609375","95912.4609375"
"394","","","","","","","188607.78125","188607.78125","188607.78125","","","","","","","96172.421875","96172.421875","96172.421875"
"395","","","","","","","191288.46875","191288.46875","191288.46875","","","","","","","95892.7109375","95892.7109375","95892.7109375"
"396","","","","","","","189204.078125","189204.078125","189204.078125","","","","","","","95704.7890625","95704.7890625","95704.7890625"
"397","","","","","","","190849.625","190849.625","190849.625","","","","","","","96060.3359375","96060.3359375","96060.3359375"
"398","","","","","","","190339.484375","190339.484375","190339.484375","","","","","","","96027.9296875","96027.9296875","96027.9296875"
"399","","","","","","","188187.828125","188187.828125","188187.828125","","","","","","","95752.0234375","95752.0234375","95752.0234375"
"400","","","","","","","124769.859375","124769.859375","124769.859375","","","","","","","59745.8359375","59745.8359375","59745.8359375"
"401","","","","","","","117584.015625","117584.015625","117584.015625","","","","","","","72306.5859375","72306.5859375","72306.5859375"
"402","","","","","","","189977.765625","189977.765625","189977.765625","","","","","","","89516.578125","89516.578125","89516.578125"
"403","","","","","","","188932.21875","188932.21875","188932.21875","","","","","","","96045.578125","96045.578125","96045.578125"
"404","","","","","","","190374.109375","190374.109375","190374.109375","","","","","","","96249.7421875","96249.7421875","96249.7421875"
"405","","","","","","","190816.453125","190816.453125","190816.453125","","","","","","","95979.5546875","95979.5546875","95979.5546875"
"406","","","","","","","188863.109375","188863.109375","188863.109375","","","","","","","95589.890625","95589.890625","95589.890625"
"407","","","","","","","189607.171875","189607.171875","189607.171875","","","","","","","95697.5859375","95697.5859375","95697.5859375"
"408","","","","","","","189711.234375","189711.234375","189711.234375","","","","","","","95922.90625","95922.90625","95922.90625"
"409","","","","","","","189616.359375","189616.359375","189616.359375","","","","","","","95862.7734375","95862.7734375","95862.7734375"
"410","","","","","","","189542.96875","189542.96875","189542.96875","","","","","","","95960.0234375","95960.0234375","95960.0234375"
"411","","","","","","","190559.78125","190559.78125","190559.78125","","","","","","","95352.1171875","95352.1171875","95352.1171875"
"412","","","","","","","190508.453125","190508.453125","190508.453125","","","","","","","96002.078125","96002.078125","96002.078125"
"413","","","","","","","189905.390625","189905.390625","189905.390625","","","","","","","95860.984375","95860.984375","95860.984375"
"414","","","","","","","190881.875","190881.875","190881.875","","","","","","","95899.4296875","95899.4296875","95899.4296875"
"415","","","","","","","189023.09375","189023.09375","189023.09375","","","","","","","96124.1484375","96124.1484375","96124.1484375"
"416","","","","","","","189203.28125","189203.28125","189203.28125","","","","","","","96109.703125","96109.703125","96109.703125"
"417","","","","","","","189156.53125","189156.53125","189156.53125","","","","","","","96010.4609375","96010.4609375","96010.4609375"
"418","","","","","","","189705.9375","189705.9375","189705.9375","","","","","","","96006.4921875","96006.4921875","96006.4921875"
"419","","","","","","","189364.890625","189364.890625","189364.890625","","","","","","","95896.2421875","95896.2421875","95896.2421875"
"420","","","","","","","189528.53125","189528.53125","189528.53125","","","","","","","96074.5234375","96074.5234375","96074.5234375"
"421","","","","","","","189757.484375","189757.484375","189757.484375","","","","","","","95837.296875","95837.296875","95837.296875"
"422","","","","","","","189136.140625","189136.140625","189136.140625","","","","","","","96332.8828125","96332.8828125","96332.8828125"
"423","","","","","","","189601.9375","189601.9375","189601.9375","","","","","","","96158.375","96158.375","96158.375"
"424","","","","","","","189682.28125","189682.28125","189682.28125","","","","","","","96070.1796875","96070.1796875","96070.1796875"
"425","","","","","","","189456.375","189456.375","189456.375","","","","","","","95818.75","95818.75","95818.75"
"426","","","","","","","188687.96875","188687.96875","188687.96875","","","","","","","96145.796875","96145.796875","96145.796875"
"427","","","","","","","189542.953125","189542.953125","189542.953125","","","","","","","95911.84375","95911.84375","95911.84375"
"428","","","","","","","190859.140625","190859.140625","190859.140625","","","","","","","96568.8359375","96568.8359375","96568.8359375"
"429","","","","","","","189316.71875","189316.71875","189316.71875","","","","","","","95842.140625","95842.140625","95842.140625"
"430","","","","","","","190648.359375","190648.359375","190648.359375","","","","","","","96098.671875","96098.671875","96098.671875"
"431","","","","","","","189015.921875","189015.921875","189015.921875","","","","","","","96159.15625","96159.15625","96159.15625"
"432","","","","","","","189526.109375","189526.109375","189526.109375","","","","","","","95849.328125","95849.328125","95849.328125"
"433","","","","","","","189268.078125","189268.078125","189268.078125","","","","","","","95820.4375","95820.4375","95820.4375"
"434","","","","","","","189443.9375","189443.9375","189443.9375","","","","","","","95827.8046875","95827.8046875","95827.8046875"
"435","","","","","","","189489.265625","189489.265625","189489.265625","","","","","","","96158.3125","96158.3125","96158.3125"
"436","","","","","","","188975.96875","188975.96875","188975.96875","","","","","","","95432.9765625","95432.9765625","95432.9765625"
"437","","","","","","","189411.578125","189411.578125","189411.578125","","","","","","","95817.5859375","95817.5859375","95817.5859375"
"438","","","","","","","189707.671875","189707.671875","189707.671875","","","","","","","96162.1796875","96162.1796875","96162.1796875"
"439","","","","","","","189479.21875","189479.21875","189479.21875","","","","","","","95611.15625","95611.15625","95611.15625"
"440","","","","","","","189958.5625","189958.5625","189958.5625","","","","","","","95809.2890625","95809.2890625","95809.2890625"
"441","","","","","","","189243.625","189243.625","189243.625","","","","","","","95885.1015625","95885.1015625","95885.1015625"
"442","","","","","","","189100.453125","189100.453125","189100.453125","","","","","","","95978.0625","95978.0625","95978.0625"
"443","","","","","","","189669.46875","189669.46875","189669.46875","","","","","","","95938.5078125","95938.5078125","95938.5078125"
"444","","","","","","","189066.109375","189066.109375","189066.109375","","","","","","","95876.40625","95876.40625","95876.40625"
"445","","","","","","","189593.109375","189593.109375","189593.109375","","","","","","","95916.4765625","95916.4765625","95916.4765625"
"446","","","","","","","190245","190245","190245","","","","","","","95601.4140625","95601.4140625","95601.4140625"
"447","","","","","","","190127.671875","190127.671875","190127.671875","","","","","","","95929.5390625","95929.5390625","95929.5390625"
"448","","","","","","","188418.9375","188418.9375","188418.9375","","","","","","","95961.9453125","95961.9453125","95961.9453125"
"449","","","","","","","189584.828125","189584.828125","189584.828125","","","","","","","96136.375","96136.375","96136.375"
"450","","","","","","","190599.125","190599.125","190599.125","","","","","","","95876.8515625","95876.8515625","95876.8515625"
"451","","","","","","","187803.265625","187803.265625","187803.265625","","","","","","","95970.3671875","95970.3671875","95970.3671875"
"452","","","","","","","189717.78125","189717.78125","189717.78125","","","","","","","95889.7734375","95889.7734375","95889.7734375"
"453","","","","","","","191331.921875","191331.921875","191331.921875","","","","","","","96172.640625","96172.640625","96172.640625"
"454","","","","","","","188726.453125","188726.453125","188726.453125","","","","","","","96234.3671875","96234.3671875","96234.3671875"
"455","","","","","","","189549.359375","189549.359375","189549.359375","","","","","","","96224.4765625","96224.4765625","96224.4765625"
"456","","","","","","","189088.15625","189088.15625","189088.15625","","","","","","","96037.96875","96037.96875","96037.96875"
"457","","","","","","","191056.453125","191056.453125","191056.453125","","","","","","","95840.8359375","95840.8359375","95840.8359375"
"458","","","","","","","188358.109375","188358.109375","188358.109375","","","","","","","95834.328125","95834.328125","95834.328125"
"459","","","","","","","191056.34375","191056.34375","191056.34375","","","","","","","96279.9375","96279.9375","96279.9375"
"460","","","","","","","188508.796875","188508.796875","188508.796875","","","","","","","96152.625","96152.625","96152.625"
"461","","","","","","","189633.078125","189633.078125","189633.078125","","","","","","","95781.296875","95781.296875","95781.296875"
"462","","","","","","","190916.453125","190916.453125","190916.453125","","","","","","","96102.8046875","96102.8046875","96102.8046875"
"463","","","","","","","188639.34375","188639.34375","188639.34375","","","","","","","96071.6640625","96071.6640625","96071.6640625"
"464","","","","","","","189467","189467","189467","","","","","","","96110.0078125","96110.0078125","96110.0078125"
"465","","","","","","","189757.203125","189757.203125","189757.203125","","","","","","","96023.2734375","96023.2734375","96023.2734375"
"466","","","","","","","188540.78125","188540.78125","188540.78125","","","","","","","95829.3984375","95829.3984375","95829.3984375"
"467","","","","","","","189493.203125","189493.203125","189493.203125","","","","","","","95985.359375","95985.359375","95985.359375"
"468","","","","","","","189859.328125","189859.328125","189859.328125","","","","","","","95932.0703125","95932.0703125","95932.0703125"
"469","","","","","","","189368.046875","189368.046875","189368.046875","","","","","","","96440.015625","96440.015625","96440.015625"
"470","","","","","","","190498.03125","190498.03125","190498.03125","","","","","","","95922.2734375","95922.2734375","95922.2734375"
"471","","","","","","","190547.25","190547.25","190547.25","","","","","","","95678.9296875","95678.9296875","95678.9296875"
"472","","","","","","","188469.421875","188469.421875","188469.421875","","","","","","","95978.5078125","95978.5078125","95978.5078125"
"473","","","","","","","189679.390625","189679.390625","189679.390625","","","","","","","95760.15625","95760.15625","95760.15625"
"474","","","","","","","190621.953125","190621.953125","190621.953125","","","","","","","95848.296875","95848.296875","95848.296875"
"475","","","","","","","190251.65625","190251.65625","190251.65625","","","","","","","95854.640625","95854.640625","95854.640625"
"476","","","","","","","189994.484375","189994.484375","189994.484375","","","","","","","95678.9375","95678.9375","95678.9375"
"477","","","","","","","188360.265625","188360.265625","188360.265625","","","","","","","95666.9609375","95666.9609375","95666.9609375"
"478","","","","","","","189250.140625","189250.140625","189250.140625","","","","","","","96090.640625","96090.640625","96090.640625"
"479","","","","","","","189563.625","189563.625","189563.625","","","","","","","96001.4921875","96001.4921875","96001.4921875"
"480","","","","","","","189648.3125","189648.3125","189648.3125","","","","","","","95562.4375","95562.4375","95562.4375"
"481","","","","","","","189844.15625","189844.15625","189844.15625","","","","","","","95760.921875","95760.921875","95760.921875"
"482","","","","","","","189562.765625","189562.765625","189562.765625","","","","","","","95771.625","95771.625","95771.625"
