"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"1922","94302.9921875","94302.9921875","94302.9921875","51518.140625","51518.140625","51518.140625","188990.578125","188990.578125","188990.578125","96388.0546875","96388.0546875","96388.0546875","","",""
"1923","94793.9765625","94793.9765625","94793.9765625","51507.68359375","51507.68359375","51507.68359375","189524.5","189524.5","189524.5","96403.109375","96403.109375","96403.109375","","",""
"1924","94359.359375","94359.359375","94359.359375","51491.20703125","51491.20703125","51491.20703125","187622.40625","187622.40625","187622.40625","96434.3828125","96434.3828125","96434.3828125","","",""
"1925","94196.640625","94196.640625","94196.640625","51472.515625","51472.515625","51472.515625","189170.25","189170.25","189170.25","96428.1484375","96428.1484375","96428.1484375","","",""
"1926","93979.4453125","93979.4453125","93979.4453125","51402.55859375","51402.55859375","51402.55859375","186187.65625","186187.65625","186187.65625","96371.921875","96371.921875","96371.921875","","",""
"1927","93763.8671875","93763.8671875","93763.8671875","51421.41015625","51421.41015625","51421.41015625","189482.015625","189482.015625","189482.015625","96486.5703125","96486.5703125","96486.5703125","","",""
"1928","94061.390625","94061.390625","94061.390625","51389.4609375","51389.4609375","51389.4609375","189049.53125","189049.53125","189049.53125","96474.984375","96474.984375","96474.984375","","",""
"1929","94181.671875","94181.671875","94181.671875","51450.95703125","51450.95703125","51450.95703125","188636.703125","188636.703125","188636.703125","96463.234375","96463.234375","96463.234375","","",""
"1930","94023.8671875","94023.8671875","94023.8671875","51427.0078125","51427.0078125","51427.0078125","187682.34375","187682.34375","187682.34375","96473.78125","96473.78125","96473.78125","","",""
"1931","93681.96875","93681.96875","93681.96875","51346.68359375","51346.68359375","51346.68359375","186689.390625","186689.390625","186689.390625","96409.3359375","96409.3359375","96409.3359375","","",""
"1932","94545.578125","94545.578125","94545.578125","51362.9609375","51362.9609375","51362.9609375","189464.421875","189464.421875","189464.421875","96518.1015625","96518.1015625","96518.1015625","","",""
"1933","94705.296875","94705.296875","94705.296875","51347.56640625","51347.56640625","51347.56640625","188630.953125","188630.953125","188630.953125","96522.8828125","96522.8828125","96522.8828125","","",""
"1934","94796.8671875","94796.8671875","94796.8671875","51340.4140625","51340.4140625","51340.4140625","189188.421875","189188.421875","189188.421875","96488.09375","96488.09375","96488.09375","","",""
"1935","94215.09375","94215.09375","94215.09375","51325.53515625","51325.53515625","51325.53515625","189227.234375","189227.234375","189227.234375","96566.734375","96566.734375","96566.734375","","",""
"1936","93675.8046875","93675.8046875","93675.8046875","51295.109375","51295.109375","51295.109375","187174.21875","187174.21875","187174.21875","96466.828125","96466.828125","96466.828125","","",""
"1937","93880.328125","93880.328125","93880.328125","51342.19140625","51342.19140625","51342.19140625","189411.9375","189411.9375","189411.9375","96405.5546875","96405.5546875","96405.5546875","","",""
"1938","94159.921875","94159.921875","94159.921875","51330.60546875","51330.60546875","51330.60546875","190521.109375","190521.109375","190521.109375","96432.078125","96432.078125","96432.078125","","",""
"1939","94581.015625","94581.015625","94581.015625","51292.5234375","51292.5234375","51292.5234375","189843.578125","189843.578125","189843.578125","96617.625","96617.625","96617.625","","",""
"1940","94287.625","94287.625","94287.625","51283.29296875","51283.29296875","51283.29296875","188595.21875","188595.21875","188595.21875","96400.515625","96400.515625","96400.515625","","",""
"1941","93649.6796875","93649.6796875","93649.6796875","51216.98828125","51216.98828125","51216.98828125","187277.375","187277.375","187277.375","96329.7109375","96329.7109375","96329.7109375","","",""
"1942","93731.1171875","93731.1171875","93731.1171875","51231.4921875","51231.4921875","51231.4921875","188284.234375","188284.234375","188284.234375","96423.5","96423.5","96423.5","","",""
"1943","93950.40625","93950.40625","93950.40625","51247.17578125","51247.17578125","51247.17578125","188731.921875","188731.921875","188731.921875","96423.7109375","96423.7109375","96423.7109375","","",""
"1944","94387.03125","94387.03125","94387.03125","51194.89453125","51194.89453125","51194.89453125","188693.4375","188693.4375","188693.4375","96466.8671875","96466.8671875","96466.8671875","","",""
"1945","93532.71875","93532.71875","93532.71875","51171.078125","51171.078125","51171.078125","190027.421875","190027.421875","190027.421875","96469.203125","96469.203125","96469.203125","","",""
"1946","93067.5078125","93067.5078125","93067.5078125","51169.796875","51169.796875","51169.796875","184969.890625","184969.890625","184969.890625","96274.046875","96274.046875","96274.046875","","",""
"1947","93847.3203125","93847.3203125","93847.3203125","51280.55078125","51280.55078125","51280.55078125","189426.796875","189426.796875","189426.796875","96532.1796875","96532.1796875","96532.1796875","","",""
"1948","94162.0390625","94162.0390625","94162.0390625","51338.8828125","51338.8828125","51338.8828125","188135.78125","188135.78125","188135.78125","96510.1875","96510.1875","96510.1875","","",""
"1949","94177.5625","94177.5625","94177.5625","51365.5390625","51365.5390625","51365.5390625","189527.59375","189527.59375","189527.59375","96470.1484375","96470.1484375","96470.1484375","","",""
"1950","94110.7109375","94110.7109375","94110.7109375","51366.8515625","51366.8515625","51366.8515625","187973.234375","187973.234375","187973.234375","96516.671875","96516.671875","96516.671875","","",""
"1951","93447.1171875","93447.1171875","93447.1171875","51321.40234375","51321.40234375","51321.40234375","186684.65625","186684.65625","186684.65625","96358.546875","96358.546875","96358.546875","","",""
"1952","93298.890625","93298.890625","93298.890625","51400.40625","51400.40625","51400.40625","190590.34375","190590.34375","190590.34375","96442.5078125","96442.5078125","96442.5078125","","",""
"1953","94080.265625","94080.265625","94080.265625","51436.6328125","51436.6328125","51436.6328125","188226.640625","188226.640625","188226.640625","96565.328125","96565.328125","96565.328125","","",""
"1954","94065.6171875","94065.6171875","94065.6171875","51426.015625","51426.015625","51426.015625","187388.71875","187388.71875","187388.71875","96626.8828125","96626.8828125","96626.8828125","","",""
"1955","93782.2109375","93782.2109375","93782.2109375","51427.20703125","51427.20703125","51427.20703125","187349.84375","187349.84375","187349.84375","96484.8671875","96484.8671875","96484.8671875","","",""
"1956","93764.3828125","93764.3828125","93764.3828125","51397.4921875","51397.4921875","51397.4921875","187105.96875","187105.96875","187105.96875","96395.7109375","96395.7109375","96395.7109375","","",""
"1957","93809.53125","93809.53125","93809.53125","51388.96875","51388.96875","51388.96875","188431.265625","188431.265625","188431.265625","96485.7734375","96485.7734375","96485.7734375","","",""
"1958","93406.765625","93406.765625","93406.765625","51370.359375","51370.359375","51370.359375","189232.5625","189232.5625","189232.5625","96485.9921875","96485.9921875","96485.9921875","","",""
"1959","94025.890625","94025.890625","94025.890625","51357.21484375","51357.21484375","51357.21484375","188820.640625","188820.640625","188820.640625","96452.9765625","96452.9765625","96452.9765625","","",""
"1960","94140.25","94140.25","94140.25","51358.49609375","51358.49609375","51358.49609375","190661.078125","190661.078125","190661.078125","96429.3125","96429.3125","96429.3125","","",""
"1961","93739.7109375","93739.7109375","93739.7109375","51306.86328125","51306.86328125","51306.86328125","185727.65625","185727.65625","185727.65625","96318.8203125","96318.8203125","96318.8203125","","",""
"1962","94050.234375","94050.234375","94050.234375","51348.2265625","51348.2265625","51348.2265625","189582.296875","189582.296875","189582.296875","96467.6171875","96467.6171875","96467.6171875","","",""
"1963","93841.4921875","93841.4921875","93841.4921875","51341.09765625","51341.09765625","51341.09765625","188584.25","188584.25","188584.25","96462.9453125","96462.9453125","96462.9453125","","",""
"1964","93619.9375","93619.9375","93619.9375","51347.015625","51347.015625","51347.015625","190787.859375","190787.859375","190787.859375","96381.1171875","96381.1171875","96381.1171875","","",""
"1965","93685.7734375","93685.7734375","93685.7734375","51327.21484375","51327.21484375","51327.21484375","189603.65625","189603.65625","189603.65625","96495.859375","96495.859375","96495.859375","","",""
"1966","93599.46875","93599.46875","93599.46875","51290.3359375","51290.3359375","51290.3359375","187111.953125","187111.953125","187111.953125","96362.125","96362.125","96362.125","","",""
"1967","94440.65625","94440.65625","94440.65625","51354.93359375","51354.93359375","51354.93359375","189491.625","189491.625","189491.625","96457.0390625","96457.0390625","96457.0390625","","",""
"1968","93727.1953125","93727.1953125","93727.1953125","51337.546875","51337.546875","51337.546875","189267.46875","189267.46875","189267.46875","96487.3359375","96487.3359375","96487.3359375","","",""
"1969","94248.1328125","94248.1328125","94248.1328125","51338.390625","51338.390625","51338.390625","189354.96875","189354.96875","189354.96875","96537.359375","96537.359375","96537.359375","","",""
"1970","94388.1171875","94388.1171875","94388.1171875","51259.3515625","51259.3515625","51259.3515625","189007.453125","189007.453125","189007.453125","96490","96490","96490","","",""
"1971","93553.90625","93553.90625","93553.90625","51117.91796875","51117.91796875","51117.91796875","186833.453125","186833.453125","186833.453125","96372.796875","96372.796875","96372.796875","","",""
"1972","93534.0703125","93534.0703125","93534.0703125","51121.81640625","51121.81640625","51121.81640625","191113.171875","191113.171875","191113.171875","96506.2578125","96506.2578125","96506.2578125","","",""
"1973","93614.8359375","93614.8359375","93614.8359375","51193.29296875","51193.29296875","51193.29296875","189619.515625","189619.515625","189619.515625","96573.6640625","96573.6640625","96573.6640625","","",""
"1974","93697.7734375","93697.7734375","93697.7734375","51229.8046875","51229.8046875","51229.8046875","189886.640625","189886.640625","189886.640625","96645.875","96645.875","96645.875","","",""
"1975","93714.671875","93714.671875","93714.671875","51267.1796875","51267.1796875","51267.1796875","190556.625","190556.625","190556.625","96612.7421875","96612.7421875","96612.7421875","","",""
"1976","93318.6015625","93318.6015625","93318.6015625","51237.38671875","51237.38671875","51237.38671875","184606.78125","184606.78125","184606.78125","96522.75","96522.75","96522.75","","",""
"1977","93307.3671875","93307.3671875","93307.3671875","51279.56640625","51279.56640625","51279.56640625","189469.90625","189469.90625","189469.90625","96574.40625","96574.40625","96574.40625","","",""
"1978","93647.578125","93647.578125","93647.578125","51273.87890625","51273.87890625","51273.87890625","188967.5","188967.5","188967.5","96602.203125","96602.203125","96602.203125","","",""
"1979","93394.484375","93394.484375","93394.484375","51315.53125","51315.53125","51315.53125","188354.203125","188354.203125","188354.203125","96548.7421875","96548.7421875","96548.7421875","","",""
"1980","93881.171875","93881.171875","93881.171875","51339.9296875","51339.9296875","51339.9296875","189232.046875","189232.046875","189232.046875","96586.859375","96586.859375","96586.859375","","",""
"1981","93411.9453125","93411.9453125","93411.9453125","51301.1875","51301.1875","51301.1875","187034.90625","187034.90625","187034.90625","96418.9609375","96418.9609375","96418.9609375","","",""
"1982","93945.9921875","93945.9921875","93945.9921875","51326.2109375","51326.2109375","51326.2109375","188808.859375","188808.859375","188808.859375","96512.7890625","96512.7890625","96512.7890625","","",""
"1983","93575.8828125","93575.8828125","93575.8828125","51342.5078125","51342.5078125","51342.5078125","190859.53125","190859.53125","190859.53125","96558.3359375","96558.3359375","96558.3359375","","",""
"1984","93697.0234375","93697.0234375","93697.0234375","51323.4921875","51323.4921875","51323.4921875","189996.796875","189996.796875","189996.796875","96491.96875","96491.96875","96491.96875","","",""
"1985","93707.0625","93707.0625","93707.0625","51352.46875","51352.46875","51352.46875","190104.140625","190104.140625","190104.140625","96439.8828125","96439.8828125","96439.8828125","","",""
"1986","93637.4375","93637.4375","93637.4375","51350.84765625","51350.84765625","51350.84765625","188008.9375","188008.9375","188008.9375","96320.9609375","96320.9609375","96320.9609375","","",""
"1987","93727.140625","93727.140625","93727.140625","51400.35546875","51400.35546875","51400.35546875","189794.578125","189794.578125","189794.578125","96447.15625","96447.15625","96447.15625","","",""
"1988","93633.015625","93633.015625","93633.015625","51383.1796875","51383.1796875","51383.1796875","189165.890625","189165.890625","189165.890625","96467.078125","96467.078125","96467.078125","","",""
"1989","93662.7421875","93662.7421875","93662.7421875","51387.8046875","51387.8046875","51387.8046875","188072.953125","188072.953125","188072.953125","96482","96482","96482","","",""
"1990","94123.9921875","94123.9921875","94123.9921875","51353.13671875","51353.13671875","51353.13671875","189337.734375","189337.734375","189337.734375","96481.734375","96481.734375","96481.734375","","",""
"1991","92870.859375","92870.859375","92870.859375","51316.8828125","51316.8828125","51316.8828125","187209.953125","187209.953125","187209.953125","96406.53125","96406.53125","96406.53125","","",""
"1992","93890.2421875","93890.2421875","93890.2421875","51337.2890625","51337.2890625","51337.2890625","189065.4375","189065.4375","189065.4375","96503.6953125","96503.6953125","96503.6953125","","",""
"1993","93374.7109375","93374.7109375","93374.7109375","51385.6484375","51385.6484375","51385.6484375","189476.703125","189476.703125","189476.703125","96455.3359375","96455.3359375","96455.3359375","","",""
"1994","93637.71875","93637.71875","93637.71875","51380.79296875","51380.79296875","51380.79296875","188435.921875","188435.921875","188435.921875","96637.421875","96637.421875","96637.421875","","",""
"1995","93556.5","93556.5","93556.5","51366.9296875","51366.9296875","51366.9296875","189429.359375","189429.359375","189429.359375","96557.65625","96557.65625","96557.65625","","",""
"1996","93703.3515625","93703.3515625","93703.3515625","51339.72265625","51339.72265625","51339.72265625","187113.328125","187113.328125","187113.328125","96443.40625","96443.40625","96443.40625","","",""
"1997","93586.4140625","93586.4140625","93586.4140625","51324.58984375","51324.58984375","51324.58984375","188480.21875","188480.21875","188480.21875","96541.625","96541.625","96541.625","","",""
"1998","94378.3671875","94378.3671875","94378.3671875","51302.765625","51302.765625","51302.765625","190718.65625","190718.65625","190718.65625","96589.515625","96589.515625","96589.515625","","",""
"1999","93673.6953125","93673.6953125","93673.6953125","51391.62890625","51391.62890625","51391.62890625","188732.125","188732.125","188732.125","96502.484375","96502.484375","96502.484375","","",""
"2000","11691.3271484375","11691.3271484375","11691.3271484375","9665.4375","9665.4375","9665.4375","16521.52734375","16521.52734375","16521.52734375","14624.203125","14624.203125","14624.203125","","",""
"2001","96914.4609375","96914.4609375","96914.4609375","51700.99609375","51700.99609375","51700.99609375","190309.40625","190309.40625","190309.40625","99845.4140625","99845.4140625","99845.4140625","","",""
"2002","94441.03125","94441.03125","94441.03125","51377.42578125","51377.42578125","51377.42578125","190056.390625","190056.390625","190056.390625","97070.1171875","97070.1171875","97070.1171875","","",""
"2003","94259.9453125","94259.9453125","94259.9453125","51375.05078125","51375.05078125","51375.05078125","190196.390625","190196.390625","190196.390625","96716.640625","96716.640625","96716.640625","","",""
"2004","93683.171875","93683.171875","93683.171875","51312.37890625","51312.37890625","51312.37890625","190074.515625","190074.515625","190074.515625","96786.84375","96786.84375","96786.84375","","",""
"2005","93531.6796875","93531.6796875","93531.6796875","51322.1171875","51322.1171875","51322.1171875","190827.375","190827.375","190827.375","96637.8359375","96637.8359375","96637.8359375","","",""
"2006","93201.796875","93201.796875","93201.796875","51267.65625","51267.65625","51267.65625","187503.59375","187503.59375","187503.59375","96396.40625","96396.40625","96396.40625","","",""
"2007","93944.546875","93944.546875","93944.546875","51279.15625","51279.15625","51279.15625","190981.953125","190981.953125","190981.953125","96571.6171875","96571.6171875","96571.6171875","","",""
"2008","93661.0234375","93661.0234375","93661.0234375","51299.2734375","51299.2734375","51299.2734375","189451.03125","189451.03125","189451.03125","96521.546875","96521.546875","96521.546875","","",""
"2009","93310.453125","93310.453125","93310.453125","51274.98828125","51274.98828125","51274.98828125","189784.171875","189784.171875","189784.171875","96456.875","96456.875","96456.875","","",""
"2010","94482.0703125","94482.0703125","94482.0703125","51247.2265625","51247.2265625","51247.2265625","190075.40625","190075.40625","190075.40625","96479.6171875","96479.6171875","96479.6171875","","",""
"2011","93408.390625","93408.390625","93408.390625","51224.62109375","51224.62109375","51224.62109375","187414.140625","187414.140625","187414.140625","96403.5390625","96403.5390625","96403.5390625","","",""
"2012","93024.1875","93024.1875","93024.1875","51276.85546875","51276.85546875","51276.85546875","189052.625","189052.625","189052.625","96368.6484375","96368.6484375","96368.6484375","","",""
"2013","93434.8203125","93434.8203125","93434.8203125","51305.72265625","51305.72265625","51305.72265625","188929.65625","188929.65625","188929.65625","96477.2109375","96477.2109375","96477.2109375","","",""
"2014","94038.453125","94038.453125","94038.453125","51337.5078125","51337.5078125","51337.5078125","189817.859375","189817.859375","189817.859375","96421.375","96421.375","96421.375","","",""
"2015","94063.8828125","94063.8828125","94063.8828125","51334.59375","51334.59375","51334.59375","190133.984375","190133.984375","190133.984375","96469.1875","96469.1875","96469.1875","","",""
"2016","93343.8984375","93343.8984375","93343.8984375","51312.6484375","51312.6484375","51312.6484375","186165.265625","186165.265625","186165.265625","96344.90625","96344.90625","96344.90625","","",""
"2017","93601.2265625","93601.2265625","93601.2265625","51344.6484375","51344.6484375","51344.6484375","189626.484375","189626.484375","189626.484375","96365.625","96365.625","96365.625","","",""
"2018","93457.75","93457.75","93457.75","51307.125","51307.125","51307.125","189430.515625","189430.515625","189430.515625","96441.8828125","96441.8828125","96441.8828125","","",""
"2019","93669.5390625","93669.5390625","93669.5390625","51328.93359375","51328.93359375","51328.93359375","190959.484375","190959.484375","190959.484375","96424.96875","96424.96875","96424.96875","","",""
"2020","93753.7265625","93753.7265625","93753.7265625","51339.671875","51339.671875","51339.671875","190168.703125","190168.703125","190168.703125","96420.4765625","96420.4765625","96420.4765625","","",""
"2021","93167","93167","93167","51301.50390625","51301.50390625","51301.50390625","189024.703125","189024.703125","189024.703125","96343.828125","96343.828125","96343.828125","","",""
"2022","94239.5703125","94239.5703125","94239.5703125","51407.23046875","51407.23046875","51407.23046875","188565.65625","188565.65625","188565.65625","96480.5078125","96480.5078125","96480.5078125","","",""
"2023","93637.1484375","93637.1484375","93637.1484375","51411.71484375","51411.71484375","51411.71484375","189757.765625","189757.765625","189757.765625","96388.1171875","96388.1171875","96388.1171875","","",""
"2024","93546.640625","93546.640625","93546.640625","51395.53515625","51395.53515625","51395.53515625","189387.96875","189387.96875","189387.96875","96501.0859375","96501.0859375","96501.0859375","","",""
"2025","93956.1171875","93956.1171875","93956.1171875","51392.48046875","51392.48046875","51392.48046875","188676.984375","188676.984375","188676.984375","96534.84375","96534.84375","96534.84375","","",""
"2026","93321.3359375","93321.3359375","93321.3359375","51390.05078125","51390.05078125","51390.05078125","186927.515625","186927.515625","186927.515625","96405.6796875","96405.6796875","96405.6796875","","",""
"2027","93720.2265625","93720.2265625","93720.2265625","51415.26953125","51415.26953125","51415.26953125","189499.8125","189499.8125","189499.8125","96493","96493","96493","","",""
"2028","93673.5859375","93673.5859375","93673.5859375","51387.53515625","51387.53515625","51387.53515625","188860.953125","188860.953125","188860.953125","96508.078125","96508.078125","96508.078125","","",""
"2029","93265.6484375","93265.6484375","93265.6484375","51384.1171875","51384.1171875","51384.1171875","188508.1875","188508.1875","188508.1875","96460.9921875","96460.9921875","96460.9921875","","",""
"2030","94028.4609375","94028.4609375","94028.4609375","51402.09375","51402.09375","51402.09375","189321.1875","189321.1875","189321.1875","96535","96535","96535","","",""
"2031","93454.359375","93454.359375","93454.359375","51346.28515625","51346.28515625","51346.28515625","186908.3125","186908.3125","186908.3125","96413.3046875","96413.3046875","96413.3046875","","",""
"2032","93480.8984375","93480.8984375","93480.8984375","51376.984375","51376.984375","51376.984375","188931.28125","188931.28125","188931.28125","96520.0625","96520.0625","96520.0625","","",""
"2033","93462.03125","93462.03125","93462.03125","51376.796875","51376.796875","51376.796875","188649.875","188649.875","188649.875","96492.0078125","96492.0078125","96492.0078125","","",""
"2034","93772.5703125","93772.5703125","93772.5703125","51381.44921875","51381.44921875","51381.44921875","190395.328125","190395.328125","190395.328125","96446.6875","96446.6875","96446.6875","","",""
"2035","93547.203125","93547.203125","93547.203125","51401.8515625","51401.8515625","51401.8515625","190624.40625","190624.40625","190624.40625","96456.6796875","96456.6796875","96456.6796875","","",""
"2036","93833.8125","93833.8125","93833.8125","51383.93359375","51383.93359375","51383.93359375","186378.734375","186378.734375","186378.734375","96362.5234375","96362.5234375","96362.5234375","","",""
"2037","93862.328125","93862.328125","93862.328125","51421.59765625","51421.59765625","51421.59765625","188085.015625","188085.015625","188085.015625","96573.9296875","96573.9296875","96573.9296875","","",""
"2038","93486.1640625","93486.1640625","93486.1640625","51367.51171875","51367.51171875","51367.51171875","189916.453125","189916.453125","189916.453125","96646.1328125","96646.1328125","96646.1328125","","",""
"2039","93973.640625","93973.640625","93973.640625","51368.5","51368.5","51368.5","188509.671875","188509.671875","188509.671875","96672.4765625","96672.4765625","96672.4765625","","",""
"2040","93776.3125","93776.3125","93776.3125","51357.89453125","51357.89453125","51357.89453125","189211.6875","189211.6875","189211.6875","96507.796875","96507.796875","96507.796875","","",""
"2041","93572.046875","93572.046875","93572.046875","51311.0625","51311.0625","51311.0625","186505.6875","186505.6875","186505.6875","96487.8828125","96487.8828125","96487.8828125","","",""
"2042","93336.9765625","93336.9765625","93336.9765625","51398.2265625","51398.2265625","51398.2265625","189472.40625","189472.40625","189472.40625","96561.4296875","96561.4296875","96561.4296875","","",""
"2043","93820.265625","93820.265625","93820.265625","51388.06640625","51388.06640625","51388.06640625","190153.328125","190153.328125","190153.328125","96547.609375","96547.609375","96547.609375","","",""
"2044","93401.9765625","93401.9765625","93401.9765625","51402.6953125","51402.6953125","51402.6953125","187710.6875","187710.6875","187710.6875","96513.2890625","96513.2890625","96513.2890625","","",""
"2045","93460.34375","93460.34375","93460.34375","51401.23828125","51401.23828125","51401.23828125","188714.390625","188714.390625","188714.390625","96545.421875","96545.421875","96545.421875","","",""
"2046","93696.78125","93696.78125","93696.78125","51365.0703125","51365.0703125","51365.0703125","186189.53125","186189.53125","186189.53125","96453.734375","96453.734375","96453.734375","","",""
"2047","93789.4375","93789.4375","93789.4375","51386.80078125","51386.80078125","51386.80078125","188001.625","188001.625","188001.625","96406.1953125","96406.1953125","96406.1953125","","",""
"2048","93621.59375","93621.59375","93621.59375","51351.98046875","51351.98046875","51351.98046875","188970.34375","188970.34375","188970.34375","96654.8046875","96654.8046875","96654.8046875","","",""
"2049","93594.9765625","93594.9765625","93594.9765625","51351.53515625","51351.53515625","51351.53515625","189461.515625","189461.515625","189461.515625","96597.03125","96597.03125","96597.03125","","",""
"2050","94389.3359375","94389.3359375","94389.3359375","51359.05859375","51359.05859375","51359.05859375","188758.359375","188758.359375","188758.359375","96567.2109375","96567.2109375","96567.2109375","","",""
"2051","93623.203125","93623.203125","93623.203125","51355.6640625","51355.6640625","51355.6640625","187181.078125","187181.078125","187181.078125","96458.8125","96458.8125","96458.8125","","",""
"2052","93929.90625","93929.90625","93929.90625","51384.3125","51384.3125","51384.3125","188739.265625","188739.265625","188739.265625","96609.703125","96609.703125","96609.703125","","",""
"2053","93256.515625","93256.515625","93256.515625","51378.43359375","51378.43359375","51378.43359375","188721.703125","188721.703125","188721.703125","96597.484375","96597.484375","96597.484375","","",""
"2054","93999.125","93999.125","93999.125","51387.9921875","51387.9921875","51387.9921875","190267.953125","190267.953125","190267.953125","96591.25","96591.25","96591.25","","",""
"2055","93899.453125","93899.453125","93899.453125","51399.27734375","51399.27734375","51399.27734375","188714","188714","188714","96661.3515625","96661.3515625","96661.3515625","","",""
"2056","93908.5546875","93908.5546875","93908.5546875","51340.8359375","51340.8359375","51340.8359375","186500.171875","186500.171875","186500.171875","96472.28125","96472.28125","96472.28125","","",""
"2057","93531.0390625","93531.0390625","93531.0390625","51414.12109375","51414.12109375","51414.12109375","189364.765625","189364.765625","189364.765625","96518.890625","96518.890625","96518.890625","","",""
"2058","94264.7421875","94264.7421875","94264.7421875","51322.46875","51322.46875","51322.46875","188706.328125","188706.328125","188706.328125","96648.15625","96648.15625","96648.15625","","",""
"2059","94185.9609375","94185.9609375","94185.9609375","51415.40625","51415.40625","51415.40625","189204.828125","189204.828125","189204.828125","96589.1484375","96589.1484375","96589.1484375","","",""
"2060","94076.3671875","94076.3671875","94076.3671875","51420.5546875","51420.5546875","51420.5546875","188510.703125","188510.703125","188510.703125","96606.2421875","96606.2421875","96606.2421875","","",""
"2061","93314.9140625","93314.9140625","93314.9140625","51368.9296875","51368.9296875","51368.9296875","186727.34375","186727.34375","186727.34375","96428.578125","96428.578125","96428.578125","","",""
"2062","93444.5625","93444.5625","93444.5625","51409.20703125","51409.20703125","51409.20703125","190786.390625","190786.390625","190786.390625","96597.90625","96597.90625","96597.90625","","",""
"2063","93885.78125","93885.78125","93885.78125","51387.62109375","51387.62109375","51387.62109375","189872.390625","189872.390625","189872.390625","96535.578125","96535.578125","96535.578125","","",""
"2064","94066.859375","94066.859375","94066.859375","51379.6953125","51379.6953125","51379.6953125","188462.84375","188462.84375","188462.84375","96569.5390625","96569.5390625","96569.5390625","","",""
"2065","93465.21875","93465.21875","93465.21875","51348.4765625","51348.4765625","51348.4765625","189546.40625","189546.40625","189546.40625","96617.4296875","96617.4296875","96617.4296875","","",""
"2066","93637.7265625","93637.7265625","93637.7265625","51303.26171875","51303.26171875","51303.26171875","185335.640625","185335.640625","185335.640625","96493.234375","96493.234375","96493.234375","","",""
"2067","93778.1015625","93778.1015625","93778.1015625","51355.93359375","51355.93359375","51355.93359375","189109.890625","189109.890625","189109.890625","96559.3828125","96559.3828125","96559.3828125","","",""
"2068","92727.9609375","92727.9609375","92727.9609375","51345.38671875","51345.38671875","51345.38671875","188574.421875","188574.421875","188574.421875","96572.0234375","96572.0234375","96572.0234375","","",""
"2069","93768.9921875","93768.9921875","93768.9921875","51331.9375","51331.9375","51331.9375","189466.09375","189466.09375","189466.09375","96582.734375","96582.734375","96582.734375","","",""
"2070","93600.765625","93600.765625","93600.765625","51332.80078125","51332.80078125","51332.80078125","189679.15625","189679.15625","189679.15625","96550.984375","96550.984375","96550.984375","","",""
"2071","92821.4140625","92821.4140625","92821.4140625","51331.15234375","51331.15234375","51331.15234375","188413.609375","188413.609375","188413.609375","96409.8984375","96409.8984375","96409.8984375","","",""
"2072","93676.7421875","93676.7421875","93676.7421875","51353.96484375","51353.96484375","51353.96484375","189157.703125","189157.703125","189157.703125","96656.5625","96656.5625","96656.5625","","",""
"2073","93801.375","93801.375","93801.375","51386.3046875","51386.3046875","51386.3046875","191209.21875","191209.21875","191209.21875","96619.8125","96619.8125","96619.8125","","",""
"2074","93512.5546875","93512.5546875","93512.5546875","51350.8125","51350.8125","51350.8125","190799.484375","190799.484375","190799.484375","96586.71875","96586.71875","96586.71875","","",""
"2075","93691.3125","93691.3125","93691.3125","51374.9609375","51374.9609375","51374.9609375","190048.328125","190048.328125","190048.328125","96573.3046875","96573.3046875","96573.3046875","","",""
"2076","93719.9765625","93719.9765625","93719.9765625","51349.80859375","51349.80859375","51349.80859375","184633.9375","184633.9375","184633.9375","96486.5234375","96486.5234375","96486.5234375","","",""
"2077","93252.2421875","93252.2421875","93252.2421875","51407.15625","51407.15625","51407.15625","188769.609375","188769.609375","188769.609375","96586.7421875","96586.7421875","96586.7421875","","",""
"2078","93774.3828125","93774.3828125","93774.3828125","51378.734375","51378.734375","51378.734375","188841.625","188841.625","188841.625","96517.5","96517.5","96517.5","","",""
"2079","93689.09375","93689.09375","93689.09375","51362.81640625","51362.81640625","51362.81640625","189082.125","189082.125","189082.125","96565.5390625","96565.5390625","96565.5390625","","",""
"2080","93893.1171875","93893.1171875","93893.1171875","51365.62109375","51365.62109375","51365.62109375","188928.78125","188928.78125","188928.78125","96622.140625","96622.140625","96622.140625","","",""
"2081","92977.8203125","92977.8203125","92977.8203125","51354.23828125","51354.23828125","51354.23828125","185521.875","185521.875","185521.875","88589.8203125","88589.8203125","88589.8203125","","",""
