"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"2082","94115.015625","94115.015625","94115.015625","51403.98828125","51403.98828125","51403.98828125","188790.5625","188790.5625","188790.5625","96641.890625","96641.890625","96641.890625","","",""
"2083","93630.5546875","93630.5546875","93630.5546875","51388.7109375","51388.7109375","51388.7109375","190027.84375","190027.84375","190027.84375","96590.6796875","96590.6796875","96590.6796875","","",""
"2084","93766.1328125","93766.1328125","93766.1328125","51385.43359375","51385.43359375","51385.43359375","191495.78125","191495.78125","191495.78125","96608.421875","96608.421875","96608.421875","","",""
"2085","93657.6328125","93657.6328125","93657.6328125","51389.0625","51389.0625","51389.0625","189567.328125","189567.328125","189567.328125","96556.4609375","96556.4609375","96556.4609375","","",""
"2086","93626.2890625","93626.2890625","93626.2890625","51366.79296875","51366.79296875","51366.79296875","185650.484375","185650.484375","185650.484375","96448.671875","96448.671875","96448.671875","","",""
"2087","94158.015625","94158.015625","94158.015625","51407.578125","51407.578125","51407.578125","188674.40625","188674.40625","188674.40625","96586.671875","96586.671875","96586.671875","","",""
"2088","94286.5078125","94286.5078125","94286.5078125","51377.640625","51377.640625","51377.640625","188799.296875","188799.296875","188799.296875","96505.8828125","96505.8828125","96505.8828125","","",""
"2089","93805.21875","93805.21875","93805.21875","51393.25","51393.25","51393.25","188860.09375","188860.09375","188860.09375","96742.1015625","96742.1015625","96742.1015625","","",""
"2090","95489.5859375","95489.5859375","95489.5859375","51374.21875","51374.21875","51374.21875","189411.640625","189411.640625","189411.640625","96617.6953125","96617.6953125","96617.6953125","","",""
"2091","93187.015625","93187.015625","93187.015625","51331.80859375","51331.80859375","51331.80859375","170171.921875","170171.921875","170171.921875","96394.1171875","96394.1171875","96394.1171875","","",""
"2092","93748.2734375","93748.2734375","93748.2734375","51368.1875","51368.1875","51368.1875","189509.8125","189509.8125","189509.8125","96585.015625","96585.015625","96585.015625","","",""
"2093","93469.953125","93469.953125","93469.953125","51432.0625","51432.0625","51432.0625","189403.515625","189403.515625","189403.515625","96621.8359375","96621.8359375","96621.8359375","","",""
"2094","94493.390625","94493.390625","94493.390625","51459.16015625","51459.16015625","51459.16015625","189387.75","189387.75","189387.75","96654.984375","96654.984375","96654.984375","","",""
"2095","93689","93689","93689","51459.8359375","51459.8359375","51459.8359375","190032.0625","190032.0625","190032.0625","96563.296875","96563.296875","96563.296875","","",""
"2096","93576.21875","93576.21875","93576.21875","51288.2421875","51288.2421875","51288.2421875","186152.546875","186152.546875","186152.546875","96486.71875","96486.71875","96486.71875","","",""
"2097","93646.484375","93646.484375","93646.484375","51185.55859375","51185.55859375","51185.55859375","188671.625","188671.625","188671.625","96578.8203125","96578.8203125","96578.8203125","","",""
"2098","93593.2890625","93593.2890625","93593.2890625","51085.23046875","51085.23046875","51085.23046875","189398.09375","189398.09375","189398.09375","96555.3046875","96555.3046875","96555.3046875","","",""
"2099","93646.0546875","93646.0546875","93646.0546875","51134.3359375","51134.3359375","51134.3359375","188525.375","188525.375","188525.375","96524.53125","96524.53125","96524.53125","","",""
"2100","45504.16796875","45504.16796875","45504.16796875","33564.28125","33564.28125","33564.28125","86607.0546875","86607.0546875","86607.0546875","67603.1953125","67603.1953125","67603.1953125","","",""
"2101","42949.578125","42949.578125","42949.578125","41682.734375","41682.734375","41682.734375","120113.015625","120113.015625","120113.015625","76501.921875","76501.921875","76501.921875","","",""
"2102","94074.6328125","94074.6328125","94074.6328125","51205.1484375","51205.1484375","51205.1484375","190135.171875","190135.171875","190135.171875","96575.3515625","96575.3515625","96575.3515625","","",""
"2103","93805.859375","93805.859375","93805.859375","51156.25","51156.25","51156.25","188043.828125","188043.828125","188043.828125","96486.375","96486.375","96486.375","","",""
"2104","97241.15625","97241.15625","97241.15625","51167.2890625","51167.2890625","51167.2890625","188911.609375","188911.609375","188911.609375","96586.484375","96586.484375","96586.484375","","",""
"2105","93864.0546875","93864.0546875","93864.0546875","51112.11328125","51112.11328125","51112.11328125","189838.109375","189838.109375","189838.109375","96397.671875","96397.671875","96397.671875","","",""
"2106","93650.546875","93650.546875","93650.546875","48172.17578125","48172.17578125","48172.17578125","186356.125","186356.125","186356.125","96321.234375","96321.234375","96321.234375","","",""
"2107","93283.2890625","93283.2890625","93283.2890625","51190.80078125","51190.80078125","51190.80078125","188961.625","188961.625","188961.625","96495.7578125","96495.7578125","96495.7578125","","",""
"2108","93323.8828125","93323.8828125","93323.8828125","51142.13671875","51142.13671875","51142.13671875","190845.609375","190845.609375","190845.609375","96434.5390625","96434.5390625","96434.5390625","","",""
"2109","93443.015625","93443.015625","93443.015625","51156.64453125","51156.64453125","51156.64453125","189123.25","189123.25","189123.25","96394.265625","96394.265625","96394.265625","","",""
"2110","93376.421875","93376.421875","93376.421875","51223.3359375","51223.3359375","51223.3359375","190019.953125","190019.953125","190019.953125","96454.3125","96454.3125","96454.3125","","",""
"2111","92908.7890625","92908.7890625","92908.7890625","51274.94921875","51274.94921875","51274.94921875","188065.375","188065.375","188065.375","96315.8359375","96315.8359375","96315.8359375","","",""
"2112","93569.5390625","93569.5390625","93569.5390625","51340.6796875","51340.6796875","51340.6796875","189854.328125","189854.328125","189854.328125","96492.3359375","96492.3359375","96492.3359375","","",""
"2113","93222.9921875","93222.9921875","93222.9921875","51391.8125","51391.8125","51391.8125","190205.28125","190205.28125","190205.28125","96544.9921875","96544.9921875","96544.9921875","","",""
"2114","93697.09375","93697.09375","93697.09375","51432.2265625","51432.2265625","51432.2265625","190446.078125","190446.078125","190446.078125","96480.625","96480.625","96480.625","","",""
"2115","93245.0546875","93245.0546875","93245.0546875","51465.17578125","51465.17578125","51465.17578125","190238.515625","190238.515625","190238.515625","96482.875","96482.875","96482.875","","",""
"2116","93532.3515625","93532.3515625","93532.3515625","51394.99609375","51394.99609375","51394.99609375","186178.390625","186178.390625","186178.390625","96281.484375","96281.484375","96281.484375","","",""
"2117","94062.484375","94062.484375","94062.484375","51457.2578125","51457.2578125","51457.2578125","190252.390625","190252.390625","190252.390625","96573.7109375","96573.7109375","96573.7109375","","",""
"2118","93422.109375","93422.109375","93422.109375","51421.34375","51421.34375","51421.34375","190759.21875","190759.21875","190759.21875","96428.9609375","96428.9609375","96428.9609375","","",""
"2119","92944.890625","92944.890625","92944.890625","51479.48046875","51479.48046875","51479.48046875","188902.703125","188902.703125","188902.703125","96409.9140625","96409.9140625","96409.9140625","","",""
"2120","92712.2109375","92712.2109375","92712.2109375","51441.8515625","51441.8515625","51441.8515625","189859.265625","189859.265625","189859.265625","96616.8828125","96616.8828125","96616.8828125","","",""
"2121","92385.375","92385.375","92385.375","51435.80859375","51435.80859375","51435.80859375","186665.609375","186665.609375","186665.609375","96416.3203125","96416.3203125","96416.3203125","","",""
"2122","93065.6328125","93065.6328125","93065.6328125","51442.37890625","51442.37890625","51442.37890625","189643.3125","189643.3125","189643.3125","96473.8671875","96473.8671875","96473.8671875","","",""
"2123","92927.0859375","92927.0859375","92927.0859375","51382.53515625","51382.53515625","51382.53515625","187981.40625","187981.40625","187981.40625","96474.75","96474.75","96474.75","","",""
"2124","92762.6953125","92762.6953125","92762.6953125","51385.92578125","51385.92578125","51385.92578125","189603.328125","189603.328125","189603.328125","96516.4921875","96516.4921875","96516.4921875","","",""
"2125","93116.859375","93116.859375","93116.859375","51408.44921875","51408.44921875","51408.44921875","188591.796875","188591.796875","188591.796875","96422.3984375","96422.3984375","96422.3984375","","",""
"2126","93472.2578125","93472.2578125","93472.2578125","51342.98828125","51342.98828125","51342.98828125","186361.875","186361.875","186361.875","96520.9140625","96520.9140625","96520.9140625","","",""
"2127","93520.2421875","93520.2421875","93520.2421875","51382.5","51382.5","51382.5","189451.59375","189451.59375","189451.59375","96413.0546875","96413.0546875","96413.0546875","","",""
"2128","93877.9375","93877.9375","93877.9375","51356.26171875","51356.26171875","51356.26171875","191073.6875","191073.6875","191073.6875","96553.25","96553.25","96553.25","","",""
"2129","93391.5078125","93391.5078125","93391.5078125","51406.8671875","51406.8671875","51406.8671875","189856.015625","189856.015625","189856.015625","96546.4375","96546.4375","96546.4375","","",""
"2130","93927.1015625","93927.1015625","93927.1015625","51387.92578125","51387.92578125","51387.92578125","189988.5625","189988.5625","189988.5625","96451.8984375","96451.8984375","96451.8984375","","",""
"2131","92804.3515625","92804.3515625","92804.3515625","51376.34765625","51376.34765625","51376.34765625","187525.953125","187525.953125","187525.953125","96387.2421875","96387.2421875","96387.2421875","","",""
"2132","94268.8046875","94268.8046875","94268.8046875","51413.765625","51413.765625","51413.765625","190426.078125","190426.078125","190426.078125","96451.90625","96451.90625","96451.90625","","",""
"2133","93059.28125","93059.28125","93059.28125","51380.34765625","51380.34765625","51380.34765625","189085.984375","189085.984375","189085.984375","96489.4296875","96489.4296875","96489.4296875","","",""
"2134","93641.5","93641.5","93641.5","51394.46484375","51394.46484375","51394.46484375","188074.421875","188074.421875","188074.421875","96509.7578125","96509.7578125","96509.7578125","","",""
"2135","93713.7890625","93713.7890625","93713.7890625","51387.296875","51387.296875","51387.296875","190192.28125","190192.28125","190192.28125","96394.5625","96394.5625","96394.5625","","",""
"2136","93509.125","93509.125","93509.125","51321.421875","51321.421875","51321.421875","186645.96875","186645.96875","186645.96875","96579.6484375","96579.6484375","96579.6484375","","",""
"2137","92923.6328125","92923.6328125","92923.6328125","51404.30859375","51404.30859375","51404.30859375","189226.03125","189226.03125","189226.03125","96520.0703125","96520.0703125","96520.0703125","","",""
"2138","91982.8359375","91982.8359375","91982.8359375","51349.16796875","51349.16796875","51349.16796875","189477.4375","189477.4375","189477.4375","96539.921875","96539.921875","96539.921875","","",""
"2139","92857.5078125","92857.5078125","92857.5078125","51347.796875","51347.796875","51347.796875","190467.640625","190467.640625","190467.640625","96548.2578125","96548.2578125","96548.2578125","","",""
"2140","93426.1640625","93426.1640625","93426.1640625","51353.85546875","51353.85546875","51353.85546875","189026.984375","189026.984375","189026.984375","96547.84375","96547.84375","96547.84375","","",""
"2141","93075.4921875","93075.4921875","93075.4921875","51320.25390625","51320.25390625","51320.25390625","186856.640625","186856.640625","186856.640625","96447.5859375","96447.5859375","96447.5859375","","",""
"2142","93494.140625","93494.140625","93494.140625","51388.9609375","51388.9609375","51388.9609375","189917.359375","189917.359375","189917.359375","96504.3359375","96504.3359375","96504.3359375","","",""
"2143","92669.7265625","92669.7265625","92669.7265625","51350.16015625","51350.16015625","51350.16015625","188582.25","188582.25","188582.25","96570.1015625","96570.1015625","96570.1015625","","",""
"2144","93350.8984375","93350.8984375","93350.8984375","51373.23828125","51373.23828125","51373.23828125","189534.875","189534.875","189534.875","96549.546875","96549.546875","96549.546875","","",""
"2145","93156.0625","93156.0625","93156.0625","51339.14453125","51339.14453125","51339.14453125","189871.53125","189871.53125","189871.53125","96561.8984375","96561.8984375","96561.8984375","","",""
"2146","92636.5625","92636.5625","92636.5625","51334.27734375","51334.27734375","51334.27734375","185917.75","185917.75","185917.75","96361.09375","96361.09375","96361.09375","","",""
"2147","93684.40625","93684.40625","93684.40625","51382.10546875","51382.10546875","51382.10546875","189169.78125","189169.78125","189169.78125","96489.3984375","96489.3984375","96489.3984375","","",""
